,age,job,education,default,balance,housing,loan,y
16869,20,11,3,0,2764,1,0,0
16870,42,2,3,0,1622,1,0,0
16871,36,7,2,0,937,1,0,0
16872,45,3,2,0,115,1,0,0
16873,42,3,2,0,3472,1,0,0
16874,36,5,2,0,380,1,0,0
16875,39,4,4,0,0,1,0,0
16876,44,7,1,0,658,1,0,0
16877,46,7,2,0,345,1,1,0
16878,38,2,4,0,76,0,0,1
16879,42,2,2,0,164,0,0,0
16880,69,5,4,0,23592,0,0,0
16881,47,2,3,0,2261,0,0,0
16882,43,2,3,0,5658,0,0,0
16883,32,7,2,0,889,1,0,1
16884,45,4,2,0,0,1,1,0
16885,63,8,4,0,1849,0,0,0
16886,27,7,2,0,1341,1,1,0
16887,57,3,2,0,204,0,0,0
16888,60,10,4,0,15681,0,0,0
16889,28,4,2,0,-126,0,1,0
16890,51,9,3,0,1634,1,0,0
16891,34,9,3,0,582,1,0,0
16892,37,5,2,0,726,1,0,0
16893,31,3,3,0,4575,1,0,0
16894,56,8,2,0,2749,1,1,0
16895,32,2,3,0,887,1,0,0
16896,39,3,2,0,-54,1,1,0
16897,39,7,1,0,561,1,0,0
16898,50,8,1,0,2790,0,0,0
16899,52,4,2,0,3703,1,0,0
16900,42,2,3,0,478,0,1,0
16901,51,5,4,0,415,0,0,0
16902,35,2,3,0,-353,1,0,0
16903,32,3,3,0,0,1,0,0
16904,53,7,2,0,1570,1,0,0
16905,40,3,4,0,3652,1,0,1
16906,36,3,2,0,19,1,1,0
16907,37,5,2,0,2,1,0,0
16908,34,7,1,0,15841,1,0,0
16909,29,3,3,0,865,0,0,0
16910,48,3,2,0,566,0,0,0
16911,29,4,2,0,1277,0,0,1
16912,32,3,2,0,3586,0,0,0
16913,52,9,2,0,105,0,0,0
16914,31,4,2,0,10,0,0,0
16915,34,3,2,0,1227,0,0,0
16916,52,1,3,0,81,1,0,0
16917,27,7,2,0,228,1,1,0
16918,38,3,2,0,1932,1,0,0
16919,46,4,2,0,68,1,0,0
16920,57,1,1,0,1153,1,1,0
16921,32,6,3,0,745,1,1,0
16922,45,7,2,0,1003,1,0,0
16923,26,2,3,0,1370,0,0,0
16924,47,3,3,0,2408,0,0,1
16925,46,12,1,0,0,0,0,0
16926,57,1,2,0,1888,0,0,0
16927,47,4,2,0,1693,1,0,1
16928,23,7,1,1,-627,1,1,0
16929,44,5,1,0,764,0,0,0
16930,31,6,2,0,532,1,0,0
16931,37,7,2,0,811,1,1,0
16932,32,2,3,0,1667,1,0,0
16933,48,9,1,0,5462,0,0,0
16934,57,4,4,0,1401,0,0,0
16935,60,4,2,0,1880,1,0,0
16936,36,5,2,0,0,0,0,1
16937,39,2,3,0,375,1,0,0
16938,33,7,2,0,-271,1,1,0
16939,40,7,1,0,540,1,0,0
16940,29,2,3,0,20,1,0,0
16941,30,2,3,0,0,0,0,0
16942,38,7,2,0,526,1,0,0
16943,55,9,2,0,4372,1,0,0
16944,57,7,2,0,1521,1,1,0
16945,34,2,3,0,4131,1,0,0
16946,33,3,3,0,0,1,0,0
16947,37,3,2,0,180,0,0,0
16948,41,7,1,0,381,0,0,0
16949,33,2,3,0,3770,0,0,0
16950,53,2,3,0,-601,1,0,0
16951,63,8,2,0,3579,0,0,0
16952,54,8,2,0,883,0,0,0
16953,33,5,2,0,207,1,0,1
16954,36,10,1,0,122,0,0,0
16955,23,11,2,0,151,1,0,0
16956,32,3,2,0,1242,1,0,0
16957,42,10,1,0,1371,0,0,0
16958,34,2,3,0,589,0,0,1
16959,58,8,2,0,168,0,0,0
16960,28,1,2,0,490,1,0,0
16961,40,2,3,0,1666,1,0,0
16962,26,5,2,0,44,1,1,0
16963,45,9,1,0,1292,1,0,0
16964,34,2,3,0,73,0,0,1
16965,34,7,2,0,129,1,0,0
16966,42,4,2,0,176,0,0,0
16967,61,8,2,0,0,0,0,0
16968,32,7,2,0,-205,1,0,0
16969,38,5,2,0,4392,0,0,0
16970,36,1,3,0,99,1,0,0
16971,33,2,3,0,544,0,1,0
16972,40,9,2,0,350,1,0,0
16973,37,7,4,0,3044,1,0,0
16974,34,7,1,0,5299,1,0,0
16975,35,3,2,0,150,0,0,0
16976,40,10,2,0,1029,1,1,0
16977,58,8,1,0,1077,0,0,0
16978,31,2,2,0,0,0,0,0
16979,50,6,2,0,0,1,0,0
16980,41,3,2,0,1508,0,1,0
16981,26,7,2,0,-32,1,1,0
16982,44,7,1,0,140,1,0,0
16983,39,2,3,0,0,1,0,0
16984,43,7,1,0,555,1,0,0
16985,37,5,2,0,78,1,0,0
16986,26,9,3,0,454,1,1,0
16987,52,3,2,0,386,0,0,1
16988,36,2,3,0,1343,1,1,0
16989,54,6,4,0,204,0,0,0
16990,50,2,3,0,19,0,1,0
16991,32,3,2,0,0,0,0,0
16992,45,3,2,0,1629,0,0,0
16993,43,7,2,0,470,1,1,0
16994,30,4,2,0,3156,0,0,0
16995,36,4,2,0,0,1,1,0
16996,53,1,3,0,77,0,0,0
16997,36,4,2,0,1224,1,0,1
16998,46,4,2,0,1203,0,0,0
16999,39,4,2,1,0,0,0,0
17000,44,2,3,0,0,0,0,0
17001,27,7,2,0,370,1,0,0
17002,53,2,3,0,3634,0,0,1
17003,54,6,1,0,1463,0,0,0
17004,33,9,2,0,427,0,0,0
17005,47,7,1,0,333,1,0,0
17006,23,1,1,0,4,1,0,1
17007,38,7,1,0,12130,1,0,0
17008,44,9,2,0,1590,1,0,0
17009,32,5,2,0,0,0,1,0
17010,34,5,2,0,184,1,0,0
17011,57,8,2,0,1841,0,0,1
17012,33,2,3,0,437,1,0,0
17013,37,6,3,0,281,1,0,0
17014,36,5,2,0,342,1,0,0
17015,43,2,3,0,228,0,0,0
17016,39,7,1,0,264,1,1,0
17017,34,3,2,0,580,1,0,0
17018,57,9,2,0,2299,0,0,0
17019,59,1,2,0,2429,0,1,0
17020,60,8,2,0,1625,0,0,0
17021,47,9,1,0,798,0,0,0
17022,38,3,2,0,311,1,0,0
17023,74,8,2,0,3771,0,0,0
17024,30,5,2,0,187,1,0,0
17025,32,3,2,0,2341,1,0,0
17026,56,6,2,0,1539,0,0,0
17027,30,5,4,0,280,1,1,0
17028,40,7,2,0,879,1,1,0
17029,50,3,2,0,0,1,0,0
17030,33,4,2,0,-110,0,0,0
17031,35,2,3,0,231,0,0,0
17032,60,7,2,0,1310,0,0,0
17033,37,4,3,0,828,1,0,0
17034,38,6,3,0,973,0,0,0
17035,41,4,2,0,2661,1,0,0
17036,26,11,3,0,13887,0,0,0
17037,34,3,2,0,945,1,1,0
17038,33,12,2,0,335,0,0,0
17039,55,7,2,0,388,0,0,0
17040,45,4,2,0,1435,1,0,0
17041,34,3,3,0,2671,0,0,0
17042,34,3,2,0,4943,1,1,0
17043,32,3,3,0,2626,1,1,0
17044,35,3,2,0,4645,1,0,0
17045,45,2,3,0,160,0,0,1
17046,53,7,1,0,1086,0,0,0
17047,39,4,2,0,32,0,1,0
17048,36,5,3,0,0,1,0,0
17049,51,7,1,0,1694,0,0,0
17050,35,4,1,0,136,1,0,0
17051,30,7,2,0,783,0,1,0
17052,29,5,2,0,31,1,0,0
17053,38,4,2,0,1533,1,0,0
17054,33,4,3,0,585,1,0,0
17055,29,2,3,0,2799,1,0,0
17056,59,3,2,0,283,0,0,0
17057,54,3,3,0,258,0,0,0
17058,51,9,3,0,1801,0,0,1
17059,24,11,2,0,228,0,0,0
17060,38,5,2,0,-224,1,1,0
17061,57,8,2,0,919,1,1,0
17062,59,7,1,0,0,0,0,0
17063,32,3,3,0,948,1,0,0
17064,49,5,2,0,86,1,1,0
17065,51,3,2,0,220,1,0,0
17066,21,11,2,0,794,0,0,1
17067,34,5,2,0,1637,1,0,0
17068,44,7,1,0,-237,1,0,0
17069,36,5,2,0,0,1,0,0
17070,29,2,3,0,0,1,0,0
17071,54,8,3,0,2682,1,0,0
17072,27,1,2,0,376,1,1,0
17073,26,3,2,0,2002,0,0,1
17074,32,7,2,0,335,1,0,0
17075,33,2,3,0,102,1,1,0
17076,60,7,2,0,751,1,0,0
17077,36,3,3,0,341,0,0,1
17078,44,7,2,0,2455,1,0,0
17079,33,3,3,0,213,0,0,0
17080,38,5,2,0,49,1,0,0
17081,30,4,2,0,72,0,0,0
17082,44,2,3,0,0,1,0,0
17083,30,3,2,0,865,0,0,0
17084,46,2,3,0,3,0,0,0
17085,37,4,2,0,310,0,1,0
17086,35,7,2,0,773,1,0,0
17087,51,6,2,0,921,0,0,0
17088,36,7,2,0,0,1,0,0
17089,32,5,2,0,459,1,0,0
17090,36,7,2,0,535,1,0,0
17091,52,2,3,0,1177,1,0,0
17092,27,7,2,0,1401,1,0,0
17093,35,3,2,0,-1459,1,0,0
17094,45,3,2,0,183,0,0,0
17095,31,2,3,0,163,1,1,0
17096,31,4,2,0,622,0,0,1
17097,53,3,2,0,768,1,0,0
17098,27,11,4,0,1444,0,0,0
17099,70,2,3,0,10171,0,0,0
17100,29,5,2,0,2800,0,0,0
17101,40,2,3,0,5010,0,0,0
17102,46,2,3,1,549,0,0,0
17103,37,3,4,0,189,0,0,1
17104,43,7,2,0,-447,1,0,0
17105,46,3,3,0,675,1,0,0
17106,26,9,2,0,771,0,0,0
17107,54,2,3,0,313,1,0,0
17108,37,3,2,0,1120,1,0,0
17109,38,4,2,0,76,0,0,0
17110,32,7,1,0,216,1,0,0
17111,31,2,2,0,783,1,0,0
17112,41,9,2,0,271,1,0,0
17113,33,5,2,0,39,1,0,0
17114,29,4,2,0,788,1,0,0
17115,33,7,2,0,463,1,0,0
17116,42,3,3,0,250,0,1,0
17117,35,7,1,0,690,1,0,0
17118,43,2,3,0,2067,1,0,1
17119,33,7,2,0,-38,1,0,0
17120,49,1,2,0,89,1,0,0
17121,59,2,3,0,893,1,0,0
17122,35,3,2,0,-1041,1,1,0
17123,52,2,3,0,258,0,0,0
17124,35,7,2,0,233,1,0,0
17125,33,2,3,0,2302,1,0,0
17126,34,7,1,0,390,1,0,0
17127,32,4,2,0,678,1,0,1
17128,27,4,3,0,689,0,0,0
17129,41,3,2,0,3,1,1,0
17130,51,8,2,0,35,0,1,0
17131,67,8,1,0,1430,0,0,1
17132,46,7,4,0,2391,1,0,0
17133,41,4,2,0,351,1,0,0
17134,40,5,2,0,105,1,0,0
17135,50,5,2,0,1595,0,0,1
17136,36,7,1,0,4519,1,0,0
17137,24,7,2,0,-220,1,0,0
17138,41,3,2,0,1344,0,0,0
17139,37,6,3,1,353,1,1,0
17140,29,4,2,0,97,1,0,0
17141,56,2,3,0,41,0,0,0
17142,47,2,3,0,447,0,1,0
17143,32,4,2,0,3540,1,0,0
17144,45,4,2,0,153,0,0,1
17145,36,3,3,0,1023,1,0,0
17146,40,2,3,0,2763,1,0,1
17147,38,5,2,0,18,1,1,0
17148,57,2,3,0,33,1,0,0
17149,43,2,2,0,2968,0,0,0
17150,48,3,2,0,-63,0,1,0
17151,34,2,3,0,986,1,0,0
17152,53,2,1,0,-17,1,1,0
17153,51,10,2,0,330,0,0,0
17154,34,6,3,0,5462,0,0,1
17155,27,2,3,0,625,0,0,0
17156,47,9,3,0,44,0,0,0
17157,37,1,3,0,264,1,1,0
17158,21,11,2,0,210,0,0,0
17159,26,5,2,0,186,1,0,0
17160,31,7,2,0,1529,1,0,0
17161,42,2,3,0,2665,1,0,1
17162,48,7,1,0,456,1,1,0
17163,41,2,2,0,280,1,0,1
17164,32,3,3,0,849,1,0,0
17165,34,2,3,0,2570,0,0,0
17166,28,2,3,0,3,1,0,0
17167,34,11,3,0,3404,1,0,0
17168,34,3,2,0,883,0,0,0
17169,37,7,1,0,-137,1,0,0
17170,23,11,2,0,431,0,0,1
17171,47,8,1,1,-13,0,0,0
17172,44,3,2,0,339,1,1,0
17173,23,11,2,0,9216,0,0,0
17174,30,5,2,0,341,1,0,1
17175,31,1,2,0,15,0,1,0
17176,32,7,1,0,-145,1,1,0
17177,42,3,3,0,14282,1,0,0
17178,50,5,2,0,545,0,0,0
17179,59,8,2,0,417,1,0,0
17180,47,10,1,0,0,0,1,0
17181,55,5,2,0,91,0,0,0
17182,28,7,2,0,75,0,0,0
17183,34,3,2,0,-136,1,1,0
17184,26,4,2,0,187,0,0,0
17185,41,5,2,0,7509,0,0,0
17186,46,1,4,0,4,0,1,0
17187,42,6,2,0,0,0,0,0
17188,38,7,1,0,1099,1,0,0
17189,53,6,3,0,337,1,1,0
17190,44,2,3,0,1451,1,0,0
17191,58,7,1,0,2716,0,0,0
17192,44,3,2,0,399,1,0,0
17193,40,2,3,0,193,0,0,0
17194,59,7,1,0,638,0,0,0
17195,41,2,3,0,15,1,0,0
17196,21,11,3,0,2764,1,0,0
17197,45,3,2,0,11,0,0,0
17198,34,7,1,0,505,1,0,0
17199,49,8,1,0,505,0,0,0
17200,49,3,2,0,626,1,0,0
17201,39,6,3,0,-176,1,0,0
17202,47,7,1,0,133,1,0,0
17203,45,3,2,0,2403,0,0,0
17204,47,3,4,0,-213,1,0,0
17205,36,2,3,0,0,1,0,0
17206,43,3,2,0,17655,1,0,0
17207,29,4,3,0,514,0,0,0
17208,31,3,2,0,2377,1,0,0
17209,31,3,3,0,22,1,0,1
17210,34,7,2,0,79,0,1,0
17211,40,4,4,0,64,1,0,0
17212,36,2,3,0,396,0,0,0
17213,39,2,3,0,313,0,1,0
17214,40,5,2,0,17,0,0,0
17215,86,8,1,0,0,0,0,0
17216,59,2,3,0,37,0,0,0
17217,47,1,2,0,1375,1,0,0
17218,29,7,1,0,213,1,0,1
17219,46,10,1,0,10889,0,0,0
17220,47,7,2,0,1303,0,0,0
17221,37,4,2,0,506,1,0,0
17222,48,2,3,0,830,0,0,1
17223,46,7,1,0,355,1,0,0
17224,37,7,2,0,3884,1,0,0
17225,47,5,2,0,4906,1,0,0
17226,56,7,2,0,302,0,1,0
17227,26,3,2,0,57,1,0,0
17228,47,4,2,0,-480,0,0,0
17229,42,2,3,0,721,0,1,0
17230,49,2,3,0,-2049,1,0,0
17231,47,7,1,0,259,0,0,0
17232,35,1,3,0,2723,1,1,0
17233,30,5,2,0,-111,1,0,0
17234,43,7,2,0,232,1,0,0
17235,24,9,2,0,2696,0,0,0
17236,32,7,2,0,578,1,0,0
17237,36,2,1,0,1506,0,0,1
17238,34,7,2,0,2436,1,0,0
17239,34,3,2,0,2729,1,0,0
17240,53,4,2,0,1739,1,0,0
17241,26,5,3,0,2803,0,0,0
17242,32,6,2,0,-1668,1,1,0
17243,32,11,4,0,0,0,0,0
17244,44,7,2,0,96,1,0,0
17245,33,3,2,0,889,1,0,0
17246,33,7,1,0,-191,1,1,1
17247,35,5,2,0,5551,1,0,0
17248,39,3,2,0,201,0,1,0
17249,62,12,2,0,367,0,0,0
17250,34,2,3,0,220,1,0,0
17251,36,2,3,0,387,0,0,0
17252,41,7,4,0,2361,0,0,0
17253,50,4,2,0,326,1,0,0
17254,33,3,2,0,-119,1,0,0
17255,27,6,3,0,0,0,1,0
17256,25,11,2,0,304,0,0,1
17257,25,11,2,0,14657,1,0,0
17258,54,7,2,0,154,1,0,0
17259,19,11,4,0,27,0,0,0
17260,30,7,1,0,459,1,0,0
17261,41,7,2,0,1521,1,0,0
17262,33,6,3,0,1278,0,0,1
17263,84,8,2,0,81204,0,0,1
17264,51,7,1,0,-27,0,0,0
17265,43,7,2,0,117,1,0,0
17266,35,2,3,0,0,1,0,0
17267,53,1,3,0,1129,0,1,0
17268,32,2,3,0,19985,0,0,0
17269,44,5,2,0,35,1,0,0
17270,38,3,2,0,6728,0,0,1
17271,55,2,3,0,16786,0,0,0
17272,38,7,1,0,0,1,0,0
17273,60,3,2,0,2041,0,0,0
17274,54,7,1,0,3170,1,0,0
17275,38,5,2,0,1616,1,0,0
17276,47,2,3,0,0,0,1,1
17277,36,2,3,0,1841,1,0,0
17278,57,7,2,0,1316,0,0,0
17279,56,8,3,0,5769,0,0,0
17280,49,2,3,0,151,1,0,1
17281,57,10,4,0,0,0,0,0
17282,31,9,2,0,-825,1,0,0
17283,26,5,2,0,2158,1,1,0
17284,37,2,3,0,6815,1,0,0
17285,52,2,1,0,798,1,0,0
17286,32,5,2,0,1397,1,0,0
17287,38,1,2,0,868,0,0,0
17288,59,7,2,0,437,1,0,0
17289,27,7,1,0,1,0,0,0
17290,33,2,3,0,22867,1,0,0
17291,42,2,3,0,238,0,0,1
17292,41,7,1,0,0,1,0,0
17293,34,7,4,0,41,1,0,0
17294,77,8,1,0,1385,0,0,0
17295,46,3,2,0,225,0,0,0
17296,36,7,2,0,362,1,0,0
17297,34,2,3,0,557,1,0,0
17298,40,7,4,0,-154,1,1,0
17299,30,3,2,0,2573,1,0,0
17300,46,5,2,0,-119,1,0,0
17301,51,5,2,0,2248,1,0,0
17302,36,4,2,0,0,1,0,0
17303,52,5,2,0,2070,0,0,0
17304,36,2,2,0,3,0,0,0
17305,40,9,2,0,270,1,0,0
17306,32,2,3,0,0,0,0,0
17307,30,1,1,0,2816,1,0,0
17308,33,2,3,0,5276,0,0,0
17309,43,7,1,0,25,1,0,0
17310,42,7,2,0,3396,1,1,0
17311,33,3,3,0,-386,1,0,0
17312,29,7,2,0,369,1,0,0
17313,47,10,2,0,0,0,0,0
17314,47,7,2,0,1388,1,0,0
17315,36,7,2,0,206,1,0,0
17316,48,10,1,0,46,0,0,1
17317,42,6,3,0,360,1,0,0
17318,30,2,3,0,115,0,0,0
17319,69,8,2,0,4189,0,0,0
17320,52,8,2,0,411,1,0,0
17321,38,3,3,0,202,0,0,1
17322,59,9,2,0,729,0,0,0
17323,34,2,3,0,-444,1,1,0
17324,28,2,3,0,939,1,0,1
17325,33,5,2,0,189,0,0,0
17326,29,7,2,0,555,1,0,0
17327,40,6,3,0,271,1,0,0
17328,50,8,1,0,29,0,0,0
17329,38,9,2,0,0,0,0,0
17330,35,2,3,0,592,0,1,0
17331,24,7,4,0,76,1,0,0
17332,34,4,3,0,37,0,0,0
17333,58,3,2,0,950,1,0,0
17334,31,3,3,0,1109,0,0,1
17335,44,2,3,0,756,1,0,0
17336,50,7,4,0,0,0,0,0
17337,34,7,2,0,763,1,0,0
17338,35,2,3,0,366,1,0,0
17339,29,7,2,0,1175,1,1,0
17340,38,3,2,0,258,0,0,0
17341,34,1,1,0,0,1,0,0
17342,51,3,2,0,7928,1,0,0
17343,32,3,2,0,-399,1,0,0
17344,80,8,2,0,462,0,0,0
17345,25,5,2,0,-268,1,0,0
17346,53,4,2,0,1796,0,0,1
17347,53,4,2,0,0,1,0,0
17348,55,5,2,0,642,1,0,0
17349,27,11,2,0,1625,0,0,0
17350,39,5,2,0,800,1,0,0
17351,37,4,2,0,3226,1,1,0
17352,51,7,2,0,955,0,1,1
17353,36,2,3,0,162,1,0,0
17354,41,3,2,0,90,0,0,0
17355,40,1,3,0,-164,0,0,0
17356,35,2,3,0,538,0,0,1
17357,47,3,2,0,600,0,1,0
17358,32,2,3,0,2515,0,1,0
17359,80,8,1,0,1548,0,0,0
17360,31,5,2,0,0,1,0,0
17361,36,2,3,0,-115,1,0,1
17362,42,4,2,0,936,0,0,1
17363,40,2,2,0,-626,1,0,0
17364,42,4,3,0,168,1,0,0
17365,42,7,1,0,1628,1,0,1
17366,29,4,3,0,200,1,0,0
17367,47,9,2,0,817,0,0,1
17368,37,2,3,0,7974,1,0,0
17369,54,2,3,0,1146,1,0,0
17370,52,1,3,1,-468,0,0,1
17371,40,7,1,0,887,1,0,0
17372,31,7,2,0,297,1,0,0
17373,29,6,3,0,1,0,0,0
17374,26,3,2,0,744,0,0,0
17375,41,7,2,1,720,0,1,1
17376,32,9,3,0,685,1,0,0
17377,37,9,2,0,86,0,0,0
17378,44,7,2,0,788,1,0,0
17379,34,6,3,0,2427,0,0,0
17380,67,2,3,0,361,0,0,1
17381,21,11,2,0,546,0,0,0
17382,50,5,2,0,3169,0,0,1
17383,49,2,3,0,-470,1,0,0
17384,38,10,3,0,1437,1,0,0
17385,29,2,3,0,900,0,0,0
17386,40,5,2,0,1305,0,0,0
17387,37,2,3,0,412,1,0,0
17388,37,7,2,0,0,1,0,1
17389,35,4,2,0,869,1,0,0
17390,31,2,3,0,6413,0,0,0
17391,33,7,2,0,75,1,1,0
17392,51,2,3,0,5341,0,0,0
17393,53,6,2,0,1066,1,0,0
17394,37,4,2,0,450,1,1,0
17395,31,7,2,0,397,1,0,0
17396,43,7,2,0,5997,1,0,0
17397,36,7,2,0,79,1,1,0
17398,40,2,3,0,89,1,0,0
17399,29,7,2,0,64,1,1,0
17400,26,7,2,0,123,0,1,0
17401,28,6,3,0,0,1,0,0
17402,45,2,3,0,54,1,0,0
17403,32,5,2,0,689,1,1,1
17404,40,4,2,0,1200,1,0,0
17405,34,3,1,0,926,1,1,0
17406,44,7,2,0,3258,0,0,0
17407,60,2,1,0,0,0,0,0
17408,32,2,3,0,644,0,0,0
17409,32,5,2,0,659,1,0,0
17410,56,7,1,0,309,1,0,0
17411,41,2,3,0,195,0,0,0
17412,33,3,2,0,80,0,0,0
17413,25,7,2,0,381,1,0,0
17414,35,2,3,0,62,1,0,0
17415,42,7,1,0,803,1,0,0
17416,43,3,2,0,336,1,0,0
17417,46,7,1,0,5461,1,0,0
17418,31,3,3,0,2744,1,0,0
17419,37,4,2,0,0,1,1,0
17420,40,7,2,0,5060,0,0,1
17421,48,5,1,1,-583,1,0,0
17422,26,11,3,0,1134,0,0,1
17423,40,4,2,0,952,1,0,0
17424,31,3,3,0,1710,1,0,0
17425,59,8,4,0,1491,0,0,0
17426,36,4,2,0,8,0,0,0
17427,35,7,2,0,210,1,0,0
17428,44,3,2,0,331,1,0,0
17429,38,5,2,0,5000,0,0,0
17430,32,7,2,0,1029,0,0,0
17431,29,6,2,0,-76,1,0,0
17432,44,6,2,0,-264,1,0,0
17433,30,2,3,0,1119,0,0,0
17434,44,8,1,0,779,1,0,0
17435,34,4,2,0,66,0,0,0
17436,43,2,3,0,1059,0,1,1
17437,35,7,2,0,-461,0,0,0
17438,60,3,4,0,148,1,0,0
17439,57,10,1,0,0,0,0,0
17440,32,3,2,0,524,0,0,0
17441,47,4,2,0,0,0,0,0
17442,49,2,3,0,403,0,0,0
17443,38,7,2,0,2707,1,0,0
17444,45,2,2,0,1144,1,0,0
17445,38,4,2,0,981,1,1,0
17446,32,4,2,0,10218,1,0,0
17447,39,1,3,0,0,0,0,0
17448,55,8,2,0,708,1,0,0
17449,27,5,3,0,691,0,1,0
17450,39,4,3,0,22086,0,0,1
17451,33,7,1,0,41,1,0,0
17452,31,2,3,0,166,0,0,0
17453,51,3,3,0,0,0,0,0
17454,48,5,2,0,142,1,0,0
17455,28,2,3,0,437,0,0,1
17456,53,3,2,0,7984,1,0,0
17457,48,3,4,0,460,0,0,0
17458,35,9,3,0,8903,1,0,0
17459,30,2,3,0,478,0,0,0
17460,37,7,2,0,523,0,0,0
17461,36,2,3,0,139,1,0,0
17462,60,7,1,0,1138,1,0,0
17463,33,5,3,0,546,1,1,0
17464,52,7,2,0,1117,1,0,0
17465,50,3,2,0,-403,0,1,0
17466,51,12,4,0,167,0,0,0
17467,73,8,2,0,7111,1,0,1
17468,43,7,2,0,898,1,0,0
17469,37,2,3,0,425,1,0,0
17470,55,3,1,0,1498,0,1,0
17471,52,2,3,0,0,1,1,0
17472,42,3,2,0,234,0,0,0
17473,84,8,3,0,4761,0,0,1
17474,59,3,4,0,1471,0,0,0
17475,34,2,3,0,250,0,0,0
17476,45,7,1,0,147,1,0,0
17477,28,7,2,0,1735,1,0,0
17478,31,1,3,0,0,1,1,0
17479,37,5,2,0,237,1,0,0
17480,40,3,1,0,340,1,0,0
17481,57,7,1,0,5949,1,0,0
17482,36,7,2,0,2843,0,0,1
17483,38,3,3,0,940,0,0,0
17484,61,8,3,0,2557,1,0,1
17485,37,3,2,1,-143,1,0,0
17486,54,6,2,0,77,0,0,0
17487,51,2,2,0,1610,1,0,1
17488,32,7,2,0,358,0,0,0
17489,35,5,2,0,2135,0,0,0
17490,54,7,2,0,1291,1,0,0
17491,30,3,2,0,500,1,0,0
17492,42,7,2,0,-755,1,1,0
17493,40,4,2,0,438,1,0,0
17494,47,4,2,0,663,1,1,1
17495,51,2,1,0,33,1,0,0
17496,49,10,2,0,211,0,0,0
17497,45,4,2,0,129,1,0,0
17498,51,3,2,0,-1944,1,0,1
17499,31,2,2,0,301,1,0,0
17500,30,2,3,0,-250,1,0,0
17501,27,6,2,0,152,0,0,0
17502,41,2,1,0,102,1,1,0
17503,50,3,2,0,3503,1,0,0
17504,55,8,2,0,1504,1,1,1
17505,36,3,3,0,521,0,0,1
17506,45,2,3,0,54,0,1,0
17507,36,2,3,0,-679,1,1,0
17508,33,5,2,0,56,1,0,0
17509,26,5,2,0,116,0,0,0
17510,29,4,2,0,0,1,0,0
17511,33,2,3,0,1165,1,0,0
17512,57,5,2,0,6,0,0,0
17513,40,7,2,0,632,0,0,0
17514,40,3,2,0,16,1,0,0
17515,35,2,3,0,250,0,0,0
17516,39,7,4,0,638,1,1,0
17517,25,11,1,0,373,1,0,1
17518,35,2,3,0,123,1,0,0
17519,40,4,2,0,-186,1,1,0
17520,37,3,2,0,5287,1,1,0
17521,61,2,3,0,87,1,0,0
17522,28,7,2,0,1827,1,0,0
17523,48,3,2,0,434,0,0,0
17524,31,1,3,0,247,1,1,0
17525,51,5,2,0,867,1,0,0
17526,49,10,2,0,183,0,0,0
17527,37,3,2,0,588,1,0,0
17528,35,2,2,0,1,1,0,0
17529,34,7,1,0,183,1,0,0
17530,32,9,3,0,336,1,0,0
17531,59,8,1,0,2074,0,0,1
17532,33,2,3,0,2907,0,0,0
17533,48,4,2,0,17957,0,0,0
17534,42,2,3,0,4,1,0,1
17535,44,7,2,0,633,1,0,0
17536,49,5,2,0,1377,1,0,0
17537,50,2,3,0,109,1,0,0
17538,58,7,1,0,9200,0,0,0
17539,39,7,1,0,481,0,0,0
17540,41,7,4,0,732,1,0,0
17541,39,7,1,0,394,1,0,0
17542,21,4,2,0,325,1,0,0
17543,48,2,3,0,31,0,1,0
17544,42,7,2,0,-430,1,0,0
17545,52,7,1,0,196,1,0,0
17546,42,4,2,0,0,1,0,0
17547,38,4,2,0,47,1,0,1
17548,59,10,2,0,0,0,0,0
17549,59,9,2,0,309,0,0,0
17550,37,1,3,0,555,0,0,0
17551,65,8,2,0,828,0,0,1
17552,32,6,2,0,202,1,0,0
17553,29,2,3,0,1675,0,0,0
17554,37,7,1,0,1104,0,0,0
17555,28,7,2,0,0,1,1,0
17556,46,3,3,0,16,0,0,0
17557,32,7,2,0,2,0,0,0
17558,38,1,3,0,1690,0,0,0
17559,29,2,4,0,345,0,0,0
17560,27,2,3,0,218,1,0,0
17561,32,7,2,0,1914,1,0,0
17562,41,3,2,0,923,1,0,0
17563,40,7,2,0,2073,1,0,0
17564,57,7,4,0,1463,0,0,0
17565,33,3,2,0,0,0,0,0
17566,59,7,1,0,0,0,0,0
17567,43,2,3,0,536,1,0,0
17568,39,3,2,0,287,1,0,0
17569,38,10,2,0,113,1,0,0
17570,37,2,2,0,565,0,0,1
17571,41,4,2,0,669,1,0,0
17572,45,2,3,0,655,0,0,1
17573,31,2,3,0,41,1,0,0
17574,47,6,3,0,1917,0,0,0
17575,42,2,3,0,100,0,0,0
17576,42,3,3,0,921,0,0,1
17577,80,8,2,0,8304,0,0,1
17578,39,4,2,0,170,1,0,0
17579,28,3,2,0,2335,0,0,1
17580,30,11,3,0,228,1,0,1
17581,53,8,2,0,1278,1,0,0
17582,40,1,3,0,70,0,0,0
17583,36,4,2,0,75,1,0,0
17584,51,2,3,0,1267,1,0,0
17585,55,3,2,0,955,1,0,0
17586,29,1,3,0,444,0,0,0
17587,71,8,1,0,10394,0,0,0
17588,56,7,2,0,881,1,0,0
